SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID, Act Rev , Act Units ,COMMENTS,"Exemplar Product 
(Use)"
LS,IDS,Microbiology,Industrial Microbiology,Industrial Microbiology NP,Indus Micro Adj/Exp,PH211100441353," $530,778 ", -   ,"BU confirms, accounting term",
LS,BDB,Research Instruments,INFLUX,Influx,Influx - PC Adjustment,PH220070041025," $5,278 ", -   ,"BU confirms, accounting term",
LS,BDB,Research Instruments,INFLUX,Influx Options,Influx Options - PC Adjustment,PH220070041024," $(2,291)", -   ,"BU confirms, accounting term",
LS,IDS,Informatics,Informatics,Other Informatics,Informatics Adjustment,PH211100441297," $(178,469)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Urine,Kit Complete,Kit Complete - Adjustment,PH210900141121," $(1,162,492)", -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Lab Reagents Adjustment,PH211100441196," $(325,120)", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Transplant,Leucocount,Leucocount - PC Adjustment,PH220050041060," $1,807 ", -   ,"BU confirms, accounting term",
LS,IDS,Cancer,Cytology,SurePath LBC Reagents,Liquid Based Cytology Other Adjustment,PH211800041027," $439,217 ", -   ,"BU confirms, accounting term",
LS,IDS,Cancer,Cytology,SurePath LBC Reagents,Liquid Based Cytology Reagents Adjustment,PH211800041022," $(273,373)", -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,Liquid Media - Industrial,Liquid Media - Industrial Adjustment,PH211100441322," $(749,032)", -   ,"BU confirms, accounting term",
LS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options - PC Adjustment,PH220070041023," $(44,461)", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Lyse Wash Assistant,LWA,LWA - PC Adjustment,PH220020041212," $(5,913)", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Lyse Wash Assistant,LWA Options,LWA Options - PC Adjustment,PH220020041213, $-   , -   ,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX Enteric,MAX Enteric - Adjustment,PH211100141108," $(52,222)", -   ,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX GBS,MAX GBS - Adjustment,PH211100141119," $(188,909)", -   ,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX MRSA,MAX MRSA - Adjustment,PH211100141094," $(71,105)", -   ,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX Other Consumables,MAX Other Consumables - Adjustment,PH211100141101," $100,389 ", -   ,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX Respiratory,MAX Respiratory - Adjustment,PH211100141099," $243,387 ", -   ,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX SARS-CoV,MAX SARS-CoV - Adjustment,PH211100141168," $(120,826)", -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,Microbiology - PC Adjustment,Microbiology - PC Adjustment,Microbiology - PC Adjustment,PH211100441379," $4,874 ", -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,MicroCount Instruments,MicroCount Instruments Adjustment,PH211100441349," $(97,195)", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Immune Monitoring,TriTest/Simultest Immune Monitoring,Open System Tri/Simul Test Immune Monitoring - TriTest,PH220050041046, $(575), -   ,,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,MicroCount Reagents,MicroCount Reagents Adjustment,PH211100441352, $49 , -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Microtainer/Lancets,Microtainer Map,Microtainer Map - Adjustment,PH210900141005," $(207,829)", -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,ID/AST,Misc ID and AST,Misc Hardware,PH211100441272," $8,370 ", -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,ID/AST,Misc ID and AST,Misc ID and AST Adjustment,PH211100441280," $(15,342)", -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,Misc Industrial Microbiology Adjustment,PH211100441346," $(445,401)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,CBP,Molecular CPT,Molecular CPT - Adjustment,PH210900241127," $(416,441)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,CBP,Molecular PPT,Molecular PPT - Adjustment,PH210900241129," $(321,100)", -   ,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSDiscover S8,FACSDiscover S8 Instrument,Mosaic Instrument - Sorter - PC Adjustment,PH220070041021," $945,311 ", -   ,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSDiscover S8,FACSDiscover S8 Options,Mosaic Options - Sorter - PC Adjustment,PH220070041020, $-   , -   ,"BU confirms, accounting term",
LS,IDS,Cancer,Cytology,MultiProcessor Instr - Sale,MultiProcessor Instr - Sale Adjustment,PH211800041003," $261,494 ", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System HIV,Multitest HIV,Multitest HIV - PC Adjustment,PH220050041061," $(692,237)", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Immune Monitoring,Multitest Immune Monitoring,Multitest Immune Monitoring - PC Adjustment,PH220050041062," $(1,127,981)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Needles,Needles Flashback,Needles Flashback - Adjustment,PH210900441244," $(49,261)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Management Other,Specimen Management Other,Non Product SM,Non Product SM - Adjustment,PH210900341197," $(14,569,807)", -   ,"BU confirms, accounting term",
LS,BDB,Research Reagents,Research Core Non-Sirigen,Non Sirigen - Cell Signal Cancer (Flow Cytometry),Non Sirigen - Cell Signal Cancer (Flow Cytometry) - PC Adjus,PH220080041098," $(34,800)", -   ,"BU confirms, accounting term",
LS,IDS,Cancer,Cytology,Non-GYN,Non-GYN Adjustment,PH211800041034," $209,480 ", -   ,"BU confirms, accounting term",
LS,BDB,Research Reagents,Custom Research Reagents,Non-Sirigen - High Parameter,Non-Sirigen - High Parameter - PC Adjustment,PH220080041103," $(1,677)", -   ,"BU confirms, accounting term",
LS,BDB,Research Reagents,Research Core Non-Sirigen,Non-Sirigen - OptiBuild,Non-Sirigen - OptiBuild - PC Adjustment,PH220080041073," $(3,245)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Other Lab Specimen Management,Other ASM,Other ASM - Adjustment,PH210900141016, $(0), -   ,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical) - PC Adjustment,PH220020041214," $(6,285)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Needles,Other Needles,Other Needles - Adjustment,PH210900441250," $113,441 ", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Other Reagents,Other Reagents,Other Reagents - PC Adjustment,PH220050041063," $(630,661)", -   ,"BU confirms, accounting term",
LS,BDB,Service,Other Services,Other Services,Other Services - PC Adjustment,PH220030041010," $3,194,250 ", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Other,Other Tubes & Kits,Other Tubes & Kits,PH210900141019," $8,931 ", -   ,,
LS,IDS,Lab Specimen Management,Tubes - Other,Other Tubes & Kits,Other Tubes & Kits - Adjustment,PH210900141020," $(7,789)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,CBP,P100,P100 - Adjustment,PH210900241145," $(37,842)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,CBP,P800,P800 - Adjustment,PH210900241154," $(247,131)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,PAXgene,PAX Blood DNA,PAX Blood DNA - Adjustment,PH210900241133," $(6,002)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,PAXgene,PAX Blood RNA,PAX Blood RNA - Adjustment,PH210900241135," $(842,905)", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),PC_10765-SJ Rgt Royalty Inc,PH220020041169," $14,894 ", -   ,BU cannot confirm volume,
LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),PC_10770-Instr-Instru Adj/Exp,PH220020041169," $136,603 ", -   ,BU cannot confirm volume,
LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),PC_10775-Instr-RgtRental Inst,PH220020041169, $-   , -   ,neg. rev & vol.,
LS,BDB,Research Instruments,Accuri,Accuri Options,PC_10831-Instr-Accuri Spares,PH220070041036, $205 , -   ,BU cannot confirm volume,
LS,BDB,Research Instruments,Accuri,Accuri Options,PC_10833-Instr-Accuri Com&Sft,PH220070041036, $-   , -   ,neg. rev & vol.,
LS,BDB,Research Instruments,Accuri,Accuri Options,PC_10963-Accuri Instrument,PH220070041036," $(53,895)", -   ,neg. rev & vol.,
LS,BDB,Clinical Instruments,FACSVia,FACSVia Options,PC_11119-FACSVia Instrument,PH220020041145, $968 , -   ,BU cannot confirm volume,
LS,BDB,Research Instruments,Accuri,Accuri Options,PC_EMU-Accuri Spares,PH220070041036," $5,087 ", -   ,BU cannot confirm volume,
LS,IDS,Microbiology,Clinical Media,Plated Media - Clinical,Plated Media - Clinical Adjustment,PH211100441168," $(972,823)", -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,Plated Media - Industrial,Plated Media - Industrial Adjustment,PH211100441317," $(824,589)", -   ,"BU confirms, accounting term",
LS,IDS,Point of Care,Point of Care,Base Point of Care NP,POC SD/China Adj/Exp,PH211100341129," $4,501,442 ", -   ,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Instr - Sale,ProbeTec Viper Instr - Sale - Adjustment,PH211100141058," $(5,560)", -   ,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Reagents,ProbeTec Viper Reagents - Adjustment,PH211100141065," $(32,032)", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Controls,Process Controls,Process Controls - PC Adjustment,PH220050041064," $(223,326)", -   ,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Instr - Plcmt,ProbeTecET Inst - Placements,PH211100141078," $542,252 ", -   ,,Pyxis
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Instr - Sale,ProbeTecET Inst - Sales,PH211100141055, $-   , -   ,,Pyxis
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,Sample Processing/Collection,ProbeTecET Sample Prep/Collection,PH211100141068, $(368), -   ,,BACTEC FX vials
LS,IDS,Lab Specimen Management,Informatics & Services,ProTube Other,ProTube Service,PH210900141128," $52,278 ", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Coagulation,PT Citrate,PT Citrate - Adjustment,PH210900141073," $(748,848)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Hematology,PT EDTA,PT EDTA - Adjustment,PH210900141076," $(2,000,084)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Glucose,PT Glucose - Adjustment,PH210900141080," $(107,578)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Heparin,PT Heparin - Adjustment,PH210900141084," $(416,526)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Other,PT Other Plastic Tubes,PT Other Plastic Tubes - Adjustment,PH210900141087," $(195,807)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT PST,PT PST - Adjustment,PH210900141093," $(2,093,213)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Glucose,PT Glucose,PH210900141079, $178 , -   ,,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Rapid Serum Tube,PT Rapid Serum Tube - Adjustment,PH210900141094," $(215,338)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Serum,PT Serum - Adjustment,PH210900141098," $(466,409)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT SST,PT SST - Adjustment,PH210900141101," $(3,672,599)", -   ,"BU confirms, accounting term",
LS,BDB,Service,Technical Support Service,Reagent Rentals Alloc,Reagent Rentals Alloc,PH220030041023," $8,361 ", -   ,"BU confirms, accounting term",
LS,BDB,Research Instruments,Other Instrument Revenue (Research),Research Instrument Royalties,Research Instrument Royalties,PH220070041114," $1,280,950 ", -   ,"BU confirms, accounting term",
LS,BDB,Research Instruments,Research Instruments - PC Adjustment,Research Instruments - PC Adjustment,Research Instruments - PC Adjustment,PH220070041000," $(18,848)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Automation,Lab Automation,ReadA - Plcmt,ReadA SA - Plcmt,PH211146041035," $63,879 ", -   ,,ROWA Vmax 160
LS,BDB,Research Reagents,Research Reagents - PC Adjustment,Research Reagents - PC Adjustment,Research Reagents - PC Adjustment,PH220080041000, $25 , -   ,"BU confirms, accounting term",
LS,BDB,Service,Services - Genomics,Research Service,Research Service - Gencell,PH220030041020," $(11,592)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Other Specimen Acquisition,Reusable Holders,Reusable Holders - Adjustment,PH210900441223," $(124,817)", -   ,"BU confirms, accounting term",
LS,BDB,Service,Services - Genomics,Rhapsody - Service,Rhapsody - Service,PH220030041021," $145,640 ", -   ,"BU confirms, accounting term",
LS,BDB,Single Cell Multiomics,SCM Instruments,Rhapsody Express,Rhapsody Express System - PC Adjustment,PH220010041016, $78 , -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Microtainer/Lancets,Safety - Quickheel,Safety - Quickheel - Adjustment,PH210900441235," $(308,841)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Devices,Safety BTD,Safety BTD - Adjustment,PH210900441215," $(693,586)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Microtainer/Lancets,Safety Capillary Lancets,Safety Capillary Lancets - Adjustment,PH210900441238," $(532,745)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Devices,Safety Luer Lok Access,Safety Luer Lok Access - Adjustment,PH210900441218," $(1,448,792)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Needles,Safety Needle Eclipse,Safety Needle Eclipse - Adjustment,PH210900441252," $(2,223,768)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Needles,Safety Needle Eclipse Pre-Attached,Safety Needle Eclipse Pre-Attached - Adjustment,PH210900441254," $(394,733)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Wingsets,Safety Wingset PBBCS,Safety Wingset PBBCS - Adjustment,PH210900441265," $(6,654,945)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Wingsets,Safety Wingset PBBCS Pre-Attached,Safety Wingset PBBCS Pre-Attached - Adjustment,PH210900441267," $(544,469)", -   ,"BU confirms, accounting term",
LS,BDB,Single Cell Multiomics,SCM Instruments,Rhapsody HT Xpress,Rhapsody HT Xpress Standalone,PH220010041010," $13,393 ", -   ,,Pyxis
LS,IDS,Specimen Acquisition,Wingsets,Safety Wingset PBBCS UltraTouch,Safety Wingset PBBCS UltraTouch - Adjustment,PH210900441269," $(1,980,970)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Wingsets,Safety Wingset SLBCS,Safety Wingset SLBCS - Adjustment,PH210900441272," $(4,031,036)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Wingsets,Safety Wingset SLBCS Pre-Attached,Safety Wingset SLBCS Pre-Attached - Adjustment,PH210900441274," $(245,764)", -   ,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,Sample Processing/Collection,Sample Processing/Collection - Adjustment,PH211100141071," $(26,785)", -   ,"BU confirms, accounting term",
LS,BDB,Single Cell Multiomics,scM Royalties,scM Royalties,scM Royalties,PH220010041004," $1,371,501 ", -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,ID/AST,Sensi Disc,Sensi Disc Adjustment,PH211100441266," $(180,408)", -   ,"BU confirms, accounting term",
LS,BDB,Service,Technical Support Service,Service Contract,Service Contract - PC Adjustment,PH220030041013," $48,385,772 ", -   ,"BU confirms, accounting term",
LS,IDS,Service,Lab Automation Service,Lab Automation Service,Service Contracts,PH211146041018," $23,334,544 ", -   ,"BU confirms, accounting term",
LS,BDB,Service,Services - PC Adjustment,Services - PC Adjustment,Services - PC Adjustment,PH220030041000," $344,184 ", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System HIV,Single Color Open System HIV,Single Color Open System HIV - PC Adjustment,PH220050041065," $(4,476)", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Other Specimen Acquisition,Single Use Holders,Single Use Holders - Adjustment,PH210900441226," $(528,703)", -   ,"BU confirms, accounting term",
LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - Cell Signalling Cancer (Flow Cytometry),Sirigen - Cell Signalling Cancer (Flow Cytometry) - PC Adjus,PH220080041071," $(3,318)", -   ,"BU confirms, accounting term",
LS,BDB,Research Reagents,Custom Research Reagents,Sirigen - Customs,Sirigen - Customs - PC Adjustment,PH220080041069," $212,411 ", -   ,"BU confirms, accounting term",
LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - Immune Function (Flow Cytometry),Sirigen - Immune Function (Flow Cytometry) - PC Adjustment,PH220080041068," $(1,495,812)", -   ,"BU confirms, accounting term",
LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild - PC Adjustment,PH220080041067," $(155,830)", -   ,"BU confirms, accounting term",
LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - Support (Flow Cytometry),Sirigen - Support (Flow Cytometry) - PC Adjustment,PH220080041066," $(25,617)", -   ,"BU confirms, accounting term",
LS,BDB,Research Reagents,Sirigen OEM Dye Sales / Royalties,Sirigen OEM Dye Sales,Sirigen OEM Dye Sales,PH220080041113, $-   , -   ,"BU confirms, accounting term",
LS,BDB,Research Reagents,Sirigen OEM Dye Sales / Royalties,Sirigen OEM Royalties,Sirigen OEM Royalties,PH220080041117," $6,623,819 ", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Sample Prep Assistant,SPA,SPA - Adjustment,PH220020041179, $-   , -   ,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Sample Prep Assistant,SPA,SPA - PC Adjustment,PH220020041215," $(2,659)", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Sample Prep Assistant,SPA Options,SPA Options - PC Adjustment,PH220020041216," $5,829 ", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,CBP,Other FFE,SPARE PARTS,PH210900241142, $-   , -   ,"BU confirms, accounting term",
LS,IDS,Specimen Management Other,Specimen Management NP,Specimen Management NP,Specimen Management NP - Adjustment,PH210900341203," $(427,209)", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Transplant,Stem Cell Enumeration,Stem Cell Enumeration - PC Adjustment,PH220050041067, $(592), -   ,"BU confirms, accounting term",
LS,BDB,Service,Technical Support Service,Time and Materials,Time and Materials - PC Adjustment,PH220030041012," $17,705,023 ", -   ,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Other Specimen Acquisition,Tourniquets & Swabs,Tourniquets & Swabs - Adjustment,PH210900441260," $(419,941)", -   ,"BU confirms, accounting term",
LS,BDB,Service,Knowledge Transfer Services,Training,Training - PC Adjustment,PH220030041011," $185,270 ", -   ,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Urine,Transfer Straw Kits,Transfer Straw Kits - Adjustment,PH210900141124," $(829,394)", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Transplant,Other Transplant,Transplant & Transfusion - Adjustment,PH220050041034," $1,637 ", -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,Other Core Micro,Transport,Transport Adjustment,PH211100441177," $105,241 ", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System HIV,TriTest/Simultest HIV,TriTest/Simultest HIV - PC Adjustment,PH220050041068," $2,955 ", -   ,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Immune Monitoring,TriTest/Simultest Immune Monitoring,TriTest/Simultest Immune Monitoring - PC Adjustment,PH220050041069, $515 , -   ,"BU confirms, accounting term",
LS,IDS,Microbiology,Clinical Media,Tubed Media - Clinical,Tubed Media - Clinical Adjustment,PH211100441171," $(171,986)", -   ,"BU confirms, accounting term",
LS,IDS,Lab Automation,Lab Automation,TLA Instr - Plcmt,TLA Instrument - Plcmt,PH211146041024," $3,238,034 ", -   ,,ROWA Vmax 160
LS,IDS,Veritor Cov,Veritor Cov,Veritor Cov NP,Veritor Cov NP,PH211100841001," $23,185 ", -   ,,Veritor assays
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Instr - Plcmt,Viper XTR Inst - Placements,PH211100141079, $-   , -   ,,Pyxis
LS,IDS,Lab Specimen Management,Informatics & Services,BD Widerlab,Widerlab,PH210900541011," $133,193 ", -   ,,Veritor Device
LS,BDB,Clinical Instruments,FACSVia,FACSVia Options,661997-Bundle Computer Z240SFF FACSVia,PH220020041145, $-   , (1),,Pyxis
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,BD Viper NP,BD Viper Diagnostics Adjustment/Expense,PH211100141075," $(503,320)", (4),"BU confirms, accounting term",
LS,IDS,Microbiology,ID/AST,Misc ID and AST,Crystal,PH211100441273," $1,557 ", (882),,Vacutainer tubes
LS,IDS,Diagnostic Systems Other,Diagnostic Systems Other,Freight recovery,Freight recovery,PH221100541360," $7,754,894 "," (1,083)","BU confirms, accounting term",
LS,IDS,Diagnostic Systems Other,Diagnostic Systems Other,Infection Prevention & Mgmt NP,WW Infection Prev&Mgmt Oper Exps-Ex BDMS,PH211100441314," $(937,028)"," (3,371)","BU confirms, accounting term",
LS,IDS,Specimen Management Other,Specimen Management Other,Non Product SM,Non Product SM,PH210900341196," $(1,915,090)"," (6,055)","BU confirms, accounting term",
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,Pyxis Med - Other,PH230500141000," $1,095,431,376 ", see breakdown ,,
MED,PS,Prefillable Systems,Component,PFS Component,Bulk Plunger Rod,PH210310041052," $27,283,769 "," 1,645,690,532 ",,Plastipak
MED,MDS,Vascular Care,Flush Devices -Conventional,Saline Flush Devices SP,Posiflush - Colubmus - US,PH210210041428," $352,118,482 "," 1,412,332,217 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Conventional Needles,Large Bore Needles,PH210230041067," $33,759,616 "," 1,113,362,476 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,Syringe Only,PH210230041049," $108,712,089 "," 1,008,499,601 ",,Plastipak
MED,PS,Prefillable Systems,Stopper,Stopper Mid Tier,TSCF/TCF,PH210310041112," $69,909,980 "," 900,530,271 ",,Vacutainer tubes
MED,PS,Prefillable Systems,Glass Container,Hypak for Antico,SCF Needle RNS,PH210310041132," $173,184,469 "," 760,134,405 ",,Hypak for Vaccine
MED,PS,Prefillable Systems,Stopper,Stopper Low Tier,BSCF/BCF/BCA,PH210310041107," $19,979,465 "," 723,426,702 ",,Vacutainer tubes
MED,MDS,Vascular Care,Flush Devices -Conventional,Saline Flush Devices SP,Posiflush SP - Columbus - CE,PH210210041429," $205,673,937 "," 681,542,030 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Conventional Needles,Small Bore Needles,PH210230041068," $25,905,562 "," 675,722,879 ",,Vacutainer tubes
MED,PS,Prefillable Systems,Stopper,Stopper Low Tier,TSCF/TCF,PH210310041108," $21,589,818 "," 625,113,190 ",,Vacutainer tubes
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,10cc Syringes Only - Hypodermic,PH210230041037," $52,791,030 "," 596,563,457 ",,Plastipak
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Blunt Fill Needle / Combo,BFN LARGE BORE,PH210230041143," $29,389,768 "," 545,443,450 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Glass Container,Hypak for Biotech,SCF Needle,PH210310041099," $287,489,031 "," 519,531,161 ",,Hypak for Vaccine
MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,SCF Luer PRTC,PH210310041137," $245,930,146 "," 516,642,301 ",,Veritor assays
MED,PS,Prefillable Systems,Stopper,Stopper High Tier,TSCF/TCF,PH210310041116," $131,733,707 "," 512,286,556 ",,Vacutainer tubes
MED,PS,Prefillable Systems,Component,PFS Component,Bulk Backstop,PH210310041053," $19,359,920 "," 430,936,340 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Large - SYRINGE ONLY,Syringe Only,PH210230041210," $109,075,358 "," 350,492,133 ",,Plastipak
MED,PS,Prefillable Systems,Stopper,Stopper Mid Tier,BSCF/BCF/BCA,PH210310041111," $21,575,331 "," 329,584,371 ",,Vacutainer tubes
MED,MDS,ISD OEM,IVA OEM,IVA OEM Components,KippMed,PH230100041084," $9,836,968 "," 258,196,300 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,Syringe with Needle,PH210230041029," $29,440,162 "," 254,493,323 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,Cust Spec Syr Only,PH210230041047," $18,732,680 "," 227,673,816 ",,Plastipak
MED,PS,Prefillable Systems,Glass Container,Hypak for Acute,SCF Luer PRTC,PH210310041129," $161,615,284 "," 214,137,207 ",,Hypak for Antico
MED,PS,Prefillable Systems,Stopper,Stopper High Tier,BSCF/BCF/BCA,PH210310041115," $50,822,871 "," 210,914,560 ",,Vacutainer tubes
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - SYRINGE ONLY,10ml Syringe Only,PH210230041006," $7,782,365 "," 197,406,000 ",,Plastipak
MED,PS,Prefillable Systems,Glass Container,Hypak for Biotech,SCF Needle RNS,PH210310041135," $111,210,680 "," 196,360,777 ",,Hypak for Vaccine
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Large - SYRINGE ONLY,Cust Spec Syr Only,PH210230041217," $48,414,202 "," 194,413,577 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - SYRINGE ONLY,5ml Syringe Only,PH210230041011," $5,181,149 "," 182,127,702 ",,Plastipak
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - NEEDLES ONLY,SMALL BORE NEEDLE,PH210230041156," $20,288,857 "," 174,268,742 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - COMBOS,3ml Syringes w/Ndl,PH210230041075," $5,441,252 "," 171,213,710 ",,Plastipak
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep 1mL,"CHP-IPA, No Tint",PH230205241456," $45,479,996 "," 168,338,955 ",,ChloraPrep
