,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 11 (USE)
31922,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051260,Human - Immune Function (Core Sirigen),566568,Hu IL-10 BB700 JES3-19F1 25Tst,566568-Hu IL-10 BB700 JES3-19F1 25Tst,BDB-566568,"$1,488 ",10,,BACTEC vials
31923,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051260,Human - Immune Function (Core Sirigen),563460,Hu CD86 BV510 2331(FUN-1) 25Tst,563460-Hu CD86 BV510 2331(FUN-1) 25Tst,BDB-563460,"$1,477 ",10,,BACTEC vials
31924,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306001,Alaris System,PH230600121012,Service,PH230600131072,Alaris System Service Parts,PH230600141198,Medley,PH230600151314,Medley,TC10013222,PCBA IUI SYR/PCA,TC10013222-PCBA IUI SYR/PCA,MMS-TC10013222,"$1,474 ",10,,Safety Wingset
31925,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721004,Heart,PH240113731002,Clearsteam PTCA,PH240113741009,PTCA Clearstream Balloons,PH240113751009,PTCA Clearstream Balloons,68202105,LITEPACRX3MMX8CM-150CM,68202105-LITEPACRX3MMX8CM-150CM,PI-68202105,"$1,473 ",10,,Safety Wingset
31926,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051282,Purified,555551,Hu HLA-A/B/C Pure G46-2.6 100ug,555551-Hu HLA-A/B/C Pure G46-2.6 100ug,BDB-555551,"$1,470 ",10,,BACTEC vials
31927,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),562323,Hu CD28 PE-CF594 CD28.2 25Tst,562323-Hu CD28 PE-CF594 CD28.2 25Tst,BDB-562323,"$1,468 ",10,,BACTEC vials
31928,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),567215,Ms CD73 PE TY/11.8 50ug,567215-Ms CD73 PE TY/11.8 50ug,BDB-567215,"$1,465 ",10,,BACTEC vials
31929,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410200,Advanced Access Devices,PH241020021009,PICC,PH241020031068,Groshong PICC,PH241020041378,Basic,PH241020051633,SL_5FR_TLS_RN,9655405,GRO 4FR SL BASIC TRAY,9655405-GRO 4FR SL BASIC TRAY,MDS-9655405,"$1,461 ",10,,
31930,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051249,Other - Immune Function (Core Non-Sirigen),570087,ERK1/2 (pT202/pY204) R718 20A 25Tst,570087-ERK1/2 (pT202/pY204) R718 20A 25Tst,BDB-570087,"$1,453 ",10,,BACTEC vials
31931,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721004,Heart,PH240113731002,Clearsteam PTCA,PH240113741009,PTCA Clearstream Balloons,PH240113751009,PTCA Clearstream Balloons,68202123,LITEPACRX2MMX8CM-150CM,68202123-LITEPACRX2MMX8CM-150CM,PI-68202123,"$1,445 ",10,,Safety Wingset
31932,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041120,RB780 MTS,PH220080051315,Human RB780 MTS,569338,Hu CD1c RB780 F10/21A3 25Tst,569338-Hu CD1c RB780 F10/21A3 25Tst,BDB-569338,"$1,439 ",10,,BACTEC vials
31933,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),562468,Ms IL-23 Rcptr PE 3C9 25ug,562468-Ms IL-23 Rcptr PE 3C9 25ug,BDB-562468,"$1,427 ",10,,BACTEC vials
31934,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),563638,Ms CD40 Alexa 647 HM40-3 50ug,563638-Ms CD40 Alexa 647 HM40-3 50ug,BDB-563638,"$1,409 ",10,,BACTEC vials
31935,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410300,Vascular Access Technologies,PH241030021000,Site-Rite,PH241030031018,Site-Rite Accessories,PH241030041023,Site Rite 8 Accessories,PH241030051019,Site Rite 8 Accessories,9770605,CUE ACTIVATOR MOUNTING,9770605-CUE ACTIVATOR MOUNTING,MDS-9770605,"$1,397 ",10,,Purewick device
31936,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721001,PTA PVD,PH240113731009,Ultraverse,PH240113741033,Ultraverse RX,PH240113751033,Ultraverse RX,U41501H2RX,UV RX 014 150CMX1.5MMX20MM,U41501H2RX-UV RX 014 150CMX1.5MMX20MM,PI-U41501H2RX,"$1,396 ",10,,PowerPort
31937,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),567240,Hu CD80 R718 L307.4 25Tst,567240-Hu CD80 R718 L307.4 25Tst,BDB-567240,"$1,395 ",10,,BACTEC vials
31938,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051261,Mouse - Immune Function (Core Sirigen),570126,Ms CD140b BV421 APB5 25ug,570126-Ms CD140b BV421 APB5 25ug,BDB-570126,"$1,385 ",10,,BACTEC vials
31939,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),562231,Ms CD146 PerCP-Cy5.5 ME-9F1 50ug,562231-Ms CD146 PerCP-Cy5.5 ME-9F1 50ug,BDB-562231,"$1,385 ",10,,BACTEC vials
31940,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410200,Advanced Access Devices,PH241040021000,Midlines,PH241020031103,PowerGlide ST,PH241020041049,Max Barrier,PH241020051343,22_8 cm,ST022081D,DOTPGLIDE SLDGR 22G 8CM,ST022081D-DOTPGLIDE SLDGR 22G 8CM,MDS-ST022081D,"$1,378 ",10,,Safety Wingset
31941,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220070035100,Cobalt YG MTS,PH220070041100,RY586 MTS,PH220070051261,Human RY586 MTS,568500,Hu CD314 (NKG2D) RY586 1D11 25Tst,568500-Hu CD314 (NKG2D) RY586 1D11 25Tst,BDB-568500,"$1,364 ",10,,BACTEC vials
31942,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051249,Other - Immune Function (Core Non-Sirigen),557330,Hu/NHP CD27 PE M-T271 50Tst,557330-Hu/NHP CD27 PE M-T271 50Tst,BDB-557330,"$1,349 ",10,,BACTEC vials
31943,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051260,Human - Immune Function (Core Sirigen),566262,Hu CD54 BV421 HA58 25Tst,566262-Hu CD54 BV421 HA58 25Tst,BDB-566262,"$1,333 ",10,,BACTEC vials
31944,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051276,Immstain,555651,Hu CD49e Pure VC5 100ug,555651-Hu CD49e Pure VC5 100ug,BDB-555651,"$1,329 ",10,,BACTEC vials
31945,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),561720,Hu CD154 PE TRAP1 25Tst,561720-Hu CD154 PE TRAP1 25Tst,BDB-561720,"$1,322 ",10,,BACTEC vials
31946,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021002,Catheter Group,PH240111031008,Chronic CVC Catheters,PH240111041034,Catheter Accessories,PH240111051049,Catheter Accessories,7741700CE,INTL 7FR GROSH REPAIR,7741700CE-INTL 7FR GROSH REPAIR,PI-7741700CE,"$1,307 ",10,,Safety Wingset
31947,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041081,RB545 MTS,PH220080051325,Mouse RB545 MTS,569772,"Ms I-A, I-E RB545 M5/114.15.2 25ug","569772-Ms I-A, I-E RB545 M5/114.15.2 25ug",BDB-569772,"$1,307 ",10,,BACTEC vials
31948,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),562331,Hu HLA-DR PE-CF594 G46-6 25Tst,562331-Hu HLA-DR PE-CF594 G46-6 25Tst,BDB-562331,"$1,305 ",10,,BACTEC vials
31949,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),564233,Ms CD9 Alexa 647 KMC8 50ug,564233-Ms CD9 Alexa 647 KMC8 50ug,BDB-564233,"$1,296 ",10,,BACTEC vials
31950,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131005,Stents,PH240152141029,Ureteral Stents,PH240152151029,Ureteral Stents,776800,INLAY STNT W/NITINOL GUIDEWIRE,776800-INLAY STNT W/NITINOL GUIDEWIRE,UCC-776800,"$1,291 ",10,,Purewick catheter
31951,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041064,RB705 MTS,PH220080051205,Other RB705 MTS,570706,GATA3 RB705 L50-823 25Tst,570706-GATA3 RB705 L50-823 25Tst,BDB-570706,"$1,284 ",10,,
31952,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051260,Human - Immune Function (Core Sirigen),566470,Hu CXCR5 (CD185) BB700 RF8B2 25Tst,566470-Hu CXCR5 (CD185) BB700 RF8B2 25Tst,BDB-566470,"$1,284 ",10,,BACTEC vials
31953,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051261,Mouse - Immune Function (Core Sirigen),566296,Ms IL-2 BV421 JES6-5H4 25ug,566296-Ms IL-2 BV421 JES6-5H4 25ug,BDB-566296,"$1,278 ",10,,BACTEC vials
31954,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051282,Purified,551354,Hu CD66 Pure B1.1/CD66 100ug,551354-Hu CD66 Pure B1.1/CD66 100ug,BDB-551354,"$1,278 ",10,,BACTEC vials
31955,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),570926,Ms TCR VGMA6 Alexa 647 1C10-1F7 100ug,570926-Ms TCR VGMA6 Alexa 647 1C10-1F7 100ug,BDB-570926,"$1,274 ",10,,
31956,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531018,Interventional OEM,PH240110541064,Interventional OEM,PH240110551064,Interventional OEM,ID4030OEM,PRESTO ID 40 ATM 30 CC,ID4030OEM-PRESTO ID 40 ATM 30 CC,PI-ID4030OEM,"$1,270 ",10,,
31957,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),568576,Ms CD279 (PD-1) Alexa 488 29F.1A12 100ug,568576-Ms CD279 (PD-1) Alexa 488 29F.1A12 100ug,BDB-568576,"$1,268 ",10,,BACTEC vials
31958,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041059,RB613 MTS,PH220080051214,Other RB613 MTS,571494,CD11b RB613 M1/70 25ug,571494-CD11b RB613 M1/70 25ug,BDB-571494,"$1,264 ",10,,
31959,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051271,Biotin,555572,Ms IgG2a Kpa ItCl Biotin G155-178 100Tst,555572-Ms IgG2a Kpa ItCl Biotin G155-178 100Tst,BDB-555572,"$1,246 ",10,,BACTEC vials
31960,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),561735,Ms CD184 FITC 2B11/CXCR4 25ug,561735-Ms CD184 FITC 2B11/CXCR4 25ug,BDB-561735,"$1,244 ",10,,BACTEC vials
31961,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),553022,Ms CD5 PE 53-7.3 100ug,553022-Ms CD5 PE 53-7.3 100ug,BDB-553022,"$1,242 ",10,,BACTEC vials
31962,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041065,RB744 MTS,PH220080051210,Human RB744 MTS,570477,Hu CD16 RB744 3G8 25Tst,570477-Hu CD16 RB744 3G8 25Tst,BDB-570477,"$1,218 ",10,,BACTEC vials
31963,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100436100,Misc ID and AST,PH211100441274,Phoenix Accessories,PH211100451490,Phoenix Accessories,441132,Pipetter 50Ul Phoenix,441132-Pipetter 50Ul Phoenix,DS-441132,"$1,209 ",10,,Vacutainer tubes
31964,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051282,Purified,555919,Hu CD58 Pure 1C3 100ug,555919-Hu CD58 Pure 1C3 100ug,BDB-555919,"$1,206 ",10,,BACTEC vials
31965,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051260,Human - Immune Function (Core Sirigen),568027,Hu HLA-A BV421 1082C5 25Tst,568027-Hu HLA-A BV421 1082C5 25Tst,BDB-568027,"$1,200 ",10,,BACTEC vials
31966,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034750,Non Sirigen - Cell Signal Cancer (Flow Cytometry),PH220080041087,Non Sirigen - Cell Signal Cancer (Flow Cytometry),PH220080051244,Non Sirigen - Mouse-Cell Signal Cancer (Flow Cytometry),561890,Ms CD47 FITC MIAP301 100ug,561890-Ms CD47 FITC MIAP301 100ug,BDB-561890,"$1,196 ",10,,BACTEC vials
31967,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220070035100,Cobalt YG MTS,PH220070041100,RY586 MTS,PH220080051307,Mouse RY586 MTS,568550,MS IFN-GMA RY586 XMG1.2 25ug,568550-MS IFN-GMA RY586 XMG1.2 25ug,BDB-568550,"$1,188 ",10,,BACTEC vials
31968,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041120,RB780 MTS,PH220080051315,Human RB780 MTS,569064,Hu CD117 (c-Kit) RB780 104D2 25Tst,569064-Hu CD117 (c-Kit) RB780 104D2 25Tst,BDB-569064,"$1,183 ",10,,BACTEC vials
31969,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051282,Purified,553996,Rat IgG2a Lam ItCl Pure B39-4 500ug,553996-Rat IgG2a Lam ItCl Pure B39-4 500ug,BDB-553996,"$1,180 ",10,,BACTEC vials
31970,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041064,RB705 MTS,PH220080051206,Mouse RB705 MTS,570653,Ms CD335 (NKp46) RB705 29A1.4 25ug,570653-Ms CD335 (NKp46) RB705 29A1.4 25ug,BDB-570653,"$1,174 ",10,,BACTEC vials
31971,BDI,SUR,Surgery,SUR,Surgery,2401302,Performance Irrigation and Other Surgery,PH240130221001,Performance Irrigation,PH240130231005,Laparoscopic,PH240130241008,All Other,PH240130251008,All Other,5600360,DISP. 46CM L-HOOK TIP,5600360-DISP. 46CM L-HOOK TIP,SUR-5600360,"$1,172 ",10,,Chloraprep
31972,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051260,Human - Immune Function (Core Sirigen),565902,Hu CX3CR1 BB515 2A9-1 25Tst,565902-Hu CX3CR1 BB515 2A9-1 25Tst,BDB-565902,"$1,170 ",10,,BACTEC vials
31973,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051260,Human - Immune Function (Core Sirigen),569043,Hu CD34 BV605 QBEND/10.RMAB 25Tst,569043-Hu CD34 BV605 QBEND/10.RMAB 25Tst,BDB-569043,"$1,159 ",10,,BACTEC vials
31974,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131005,Stents,PH240152141027,Polyurethane Stents,PH240152151027,Polyurethane Stents,57430020,UROSOFT STENT 8F 24CM,57430020-UROSOFT STENT 8F 24CM,UCC-57430020,"$1,151 ",10,,
31975,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051261,Mouse - Immune Function (Core Sirigen),566298,Ms CD150 BV421 Q38-480 25ug,566298-Ms CD150 BV421 Q38-480 25ug,BDB-566298,"$1,151 ",10,,BACTEC vials
31976,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051282,Purified,555468,Hu CD41b Pure HIP2 100ug,555468-Hu CD41b Pure HIP2 100ug,BDB-555468,"$1,144 ",10,,BACTEC vials
31977,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),561723,Hu CD158B PE CH-L 25Tst,561723-Hu CD158B PE CH-L 25Tst,BDB-561723,"$1,142 ",10,,BACTEC vials
31978,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131005,Stents,PH240152141027,Polyurethane Stents,PH240152151027,Polyurethane Stents,58500021,E-URO 6 0/70 AIK,58500021-E-URO 6 0/70 AIK,UCC-58500021,"$1,137 ",10,,Purewick catheter
31979,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131005,Stents,PH240152141027,Polyurethane Stents,PH240152151027,Polyurethane Stents,58500011,E-URO 4 7/70 AIK,58500011-E-URO 4 7/70 AIK,UCC-58500011,"$1,135 ",10,,
31980,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041081,RB545 MTS,PH220080051324,Human RB545 MTS,569243,Hu CD16 RB545 3G8 25Tst,569243-Hu CD16 RB545 3G8 25Tst,BDB-569243,"$1,129 ",10,,BACTEC vials
31981,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),566960,Hu IFN-? R718 B27 25Tst,566960-Hu IFN-? R718 B27 25Tst,BDB-566960,"$1,118 ",10,,BACTEC vials
31982,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),568570,Hu HLA-DR APC-H7 L243 25Tst,568570-Hu HLA-DR APC-H7 L243 25Tst,BDB-568570,"$1,080 ",10,,BACTEC vials
31983,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051282,Purified,556059,Hu CD68 Pure Y1/82A 100ug,556059-Hu CD68 Pure Y1/82A 100ug,BDB-556059,"$1,068 ",10,,BACTEC vials
31984,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),567675,Hu CD39 R718 A1/CD39 25Tst,567675-Hu CD39 R718 A1/CD39 25Tst,BDB-567675,"$1,053 ",10,,BACTEC vials
31985,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051282,Purified,551123,Rat CD73 Pure 5F/B9 100ug,551123-Rat CD73 Pure 5F/B9 100ug,BDB-551123,"$1,043 ",10,,BACTEC vials
31986,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022650,Custom Research Reagents,PH220080034100,Non Sirigen - CTT,PH220080041074,Non Sirigen - CTT,PH220080051230,Non Sirigen - CTT,627696,CD19 PE-Cy7 Comp CTT LYO,627696-CD19 PE-Cy7 Comp CTT LYO,BDB-627696,"$1,042 ",10,,BACTEC vials
31987,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022650,Custom Research Reagents,PH220080034100,Non Sirigen - CTT,PH220080041074,Non Sirigen - CTT,PH220080051230,Non Sirigen - CTT,627698,CD81 APC-H7 Comp CTT LYO,627698-CD81 APC-H7 Comp CTT LYO,BDB-627698,"$1,042 ",10,,BACTEC vials
31988,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),566797,Hu CD3 APC-R700 OKT3 25Tst,566797-Hu CD3 APC-R700 OKT3 25Tst,BDB-566797,"$1,042 ",10,,BACTEC vials
31989,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),561746,Hu CD193 PE 5E8 25ug,561746-Hu CD193 PE 5E8 25ug,BDB-561746,"$1,032 ",10,,BACTEC vials
